proof,verify,nizk
6.124619,11.471999,17.596618
6.1093063,11.460333,17.5696393
6.60894,11.494185,18.103125
6.1425867,11.467051,17.6096377
6.1355557,11.463926,17.599481700000002
6.104671,11.489134,17.593805
6.117066,11.46976,17.586826000000002
6.121962,11.468979,17.590941
6.125764,11.47002,17.595784000000002
6.1024313,11.517208,17.6196393
6.5800858,11.507416,18.0875018
6.157379,11.46976,17.627139
6.146129,11.466686,17.612814999999998
6.135921,11.469916,17.605837
6.1155043,11.471687,17.5871913
6.136389,11.471531,17.60792
6.131858,11.469655,17.601513
6.1330547,11.464448,17.5975027
6.5773773,11.530124,18.107501300000003
6.133733,11.4758005,17.6095335
6.129566,11.466062,17.595628
6.132431,11.465437,17.597868
6.111545,11.486686,17.598231
6.1131077,11.477624,17.5907317
6.12915,11.472571,17.601721
6.121597,11.479499,17.601096000000002
6.6007633,11.506791,18.1075543
6.130504,11.478666,17.60917
6.206337,11.47653,17.682867
6.136181,11.476739,17.61292
6.130035,11.469135,17.59917
6.505711,12.673767,19.179478
7.249199,12.727621,19.97682
6.208941,11.484654,17.693595000000002
6.628367,11.492519,18.120886
6.163785,11.482521,17.646306
6.169358,11.496374,17.665732
6.15191,11.500072,17.651982
6.127744,11.475437,17.603181
6.152379,11.466114,17.618493
6.1534734,11.467156,17.6206294
6.108264,11.488614,17.596878
6.587586,11.507416,18.095002
6.150088,11.476687,17.626775000000002
6.1347218,11.478719,17.6134408
6.127431,11.479759,17.60719
6.106389,11.474864,17.581253
6.1310773,11.468406,17.5994833
6.13566,11.476894,17.612554
6.169827,11.47476,17.644587
6.582898,11.517051,18.099949000000002
6.1322746,11.476635,17.6089096
6.152952,11.478457,17.631409
6.143004,11.46653,17.609534
6.114723,11.485489,17.600212
6.1113367,11.480489,17.5918257
6.127899,11.466791,17.59469
6.109775,11.4732485,17.5830235
6.583367,11.5277815,18.1111485
6.1274834,11.474968,17.6024514
6.135088,11.468926,17.604014
6.131858,11.470645,17.602503
6.140191,11.47075,17.610941
6.111701,11.469916,17.581617
6.128525,11.475281,17.603806
6.118316,11.47601,17.594326000000002
6.620658,11.504188,18.124845999999998
6.117692,11.487103,17.604795
6.1015983,11.4713745,17.5729728
6.133473,11.466636,17.600109
6.130868,11.46804,17.598908
6.112483,11.48601,17.598493
6.115191,11.472937,17.588128
6.13941,11.473458,17.612868
6.612013,11.49778,18.109793
6.133942,11.471426,17.605368
6.107171,11.470228,17.577399
6.129045,11.467051,17.596096
6.1328483,11.46627,17.5991183
6.131129,11.473614,17.604743
6.115764,11.4748125,17.5905765
