proof,verify,nizk
15.588818,27.818676,43.407494
15.674816,27.790672,43.465488
15.642817,27.92267,43.565487000000005
16.34281,28.748663,45.091473
18.062788,28.136673,46.199461
15.574818,27.850676,43.425494
15.636817,27.900673,43.537490000000005
15.621818,27.864674,43.486492
15.760817,28.127672,43.888489
15.705816,27.839674,43.54549
18.206789,27.941671,46.14846
15.732816,27.847675,43.580490999999995
17.363796,27.844675,45.208471
15.638817,27.909672,43.548489000000004
15.627816,27.895676,43.523492000000005
15.587819,31.98363,47.571449
15.6098175,27.853676,43.4634935
15.664818,27.790676,43.455494
15.662817,27.894674,43.557491
15.549819,28.073671,43.623490000000004
17.452797,27.840675,45.293472
15.6098175,27.844677,43.4544945
15.659819,27.892675,43.552494
15.663817,27.813677,43.477494
15.579818,27.826675,43.406493
15.7018175,27.801676,43.503493500000005
15.639817,29.08166,44.721477
16.21781,28.013672,44.231482
17.567797,27.856676,45.424473
15.565819,27.863676,43.429495
15.669817,27.969673,43.63949
15.626816,27.838675,43.465491
15.712816,27.881676,43.594492
15.632817,27.852676,43.485493
15.610818,27.898674,43.509492
15.722816,27.773676,43.496491999999996
17.477795,27.915674,45.393468999999996
15.603819,27.840675,43.444494
15.6288185,27.888676,43.5174945
15.610819,27.816675,43.427493999999996
15.590817,27.968678,43.559495
15.656817,27.865677,43.522494
15.6028185,27.842676,43.4454945
15.895816,27.822676,43.718492
17.488796,27.844677,45.333473
15.555819,27.882677,43.438496
15.709818,27.883677,43.593495
15.672818,27.873676,43.546493999999996
16.044813,55.675354,71.720167
36.207577,45.26047,81.468047
34.2436,42.411503,76.655103
15.760817,27.861675,43.622492
17.483797,27.853676,45.337473
15.573819,28.071674,43.645493
15.654818,27.845675,43.500493
15.590818,27.921677,43.512495
15.704816,27.812677,43.517493
15.642818,27.864676,43.507494
15.589819,27.855675,43.445494000000004
15.697818,27.814674,43.512492
17.470797,28.041676,45.512473
15.809817,27.816677,43.626494
15.646819,27.848677,43.495496
15.5888195,27.845675,43.4344945
15.706819,28.059677,43.766496000000004
15.616818,27.826675,43.443493000000004
15.55682,27.901676,43.458496
15.748817,27.772678,43.521495
18.001791,27.985676,45.987467
16.462809,28.629667,45.092476000000005
15.828816,27.831675,43.660491
15.7018175,27.810678,43.5124955
15.637818,27.823675,43.461493000000004
15.576819,28.045675,43.622494
15.724817,27.847675,43.572492
15.630819,27.849676,43.480495
17.3408,27.949677,45.290477
15.747817,27.837677,43.585494
15.6028185,27.952677,43.5554955
15.687818,27.804676,43.492494
15.66582,27.85368,43.5195
15.55582,28.112675,43.668495
15.631819,27.832678,43.464497
15.63382,27.837679,43.471499
17.4298,27.814678,45.244478
15.653819,27.85368,43.507499
15.60182,27.846676,43.448496
15.694818,27.76968,43.464498
15.845817,27.820679,43.666495999999995
15.58982,27.874678,43.464498
15.760817,27.960676,43.721492999999995
15.685819,28.781668,44.467487
17.511797,28.659668,46.171465
15.61382,28.132675,43.746494999999996
15.5958185,27.923676,43.5194945
15.60582,27.830677,43.436497
15.56382,27.899675,43.463494999999995
15.704818,27.821678,43.526495999999995
15.63382,27.844679,43.478499
15.57882,27.845678,43.424498
17.3858,28.012676,45.398476
15.64182,27.931675,43.573494999999994
15.707819,27.79768,43.505499
15.65882,27.82168,43.4805
15.57882,27.86968,43.448499999999996
15.681818,27.82768,43.509498
15.644818,27.81068,43.455498000000006
15.56082,27.85868,43.4195
